password,entropy,crack_time_seconds,strength_score
VTOneVu1ZwQtf,77.40455203502937,2000285392686685.2,2
s@aNRzgsWR77cLg,93.71891270165378,1.630061102743342e+20,3
7OB#t6z_p9R,68.72720264787944,4885955588578.345,2
1KVc#3U&9q8Ph,81.22305767476661,2.8221279479628508e+16,3
Of8m*Z0=KoBHM^,87.4709851882102,2.1448172404517663e+18,3
jyzOUKv2PASUOKGR,95.26714096619,4.767240170682337e+20,3
q_93nw4M,49.98342010754868,11130347.874549743,1
y5(#Dz2EIP,62.47927513443585,64288889323.39929,2
hgza-T2$&izP^s,87.4709851882102,2.1448172404517663e+18,3
7BxzslyT@4@Hc,81.22305767476661,2.8221279479628508e+16,3
K!(=4^cHhdgyW,81.22305767476661,2.8221279479628508e+16,3
QnP0(4HnR3,62.47927513443585,64288889323.39929,2
XI38JPiBVH,59.54196310386875,8392993658.683406,1
&VzG5&5V,49.98342010754868,11130347.874549743,1
f3G_8zI8(Y)W2,81.22305767476661,2.8221279479628508e+16,3
zE6t2+G,43.7354925941051,146451.9457177598,1
cvIAqnmk*X56uivn,99.96684021509736,1.2388464380849397e+22,3
o14GyV1TY,53.587766793481876,135370865.46263543,1
V&g^(kZTdaNN90x,93.71891270165378,1.630061102743342e+20,3
K5uw6XSSlt!,68.72720264787944,4885955588578.345,2
315dTJx,41.67937417270812,35216.146062079904,1
H_b^dA_QpbrSDes,90.6659117903768,1.9640793661068153e+19,3
!oY2ixfQ,49.98342010754868,11130347.874549743,1
+yxi18e,39.50699332842307,7812.499999999993,0
nVkgkL5ZjbOV,71.45035572464249,32262667623978.76,2
C+s6%*,37.48756508066151,1926.999285759998,0
k_CT!x$A5vMrb,81.22305767476661,2.8221279479628508e+16,3
zOapRa=W-jC&9%,87.4709851882102,2.1448172404517663e+18,3
6whb0B,35.725177862321246,568.0023558399979,0
sd3tT+,37.48756508066151,1926.999285759998,0
-%T-P^c8u,56.23134762099227,845906438.4657804,1
sXwBmbxUk3,59.54196310386875,8392993658.683406,1
Ju6GchwnU4K,65.49615941425563,520365606838.3717,2
#U9fDUM,43.7354925941051,146451.9457177598,1
9hHS6ZR^ZGaN8#b(,99.96684021509736,1.2388464380849397e+22,3
1fCegv(,43.7354925941051,146451.9457177598,1
)K4TuQz8r@9mK4E,93.71891270165378,1.630061102743342e+20,3
b0)S&GyAFf,62.47927513443585,64288889323.39929,2
rXFQ@Bqs,48.35515295486763,3600406.062696959,1
x6@P)x5prf490,81.22305767476661,2.8221279479628508e+16,3
NbKT1#,37.48756508066151,1926.999285759998,0
XpqZPYBNCC,57.004397181410916,1445551059.490564,1
#bZVuo,36.26636471615072,826.5395001599987,0
vu88UK(d5kS,68.72720264787944,4885955588578.345,2
NeT9=Px^),56.23134762099227,845906438.4657804,1
%_(xCTZ_4eYf,74.97513016132302,371332624731954.1,2
Zl)EJMB7SxcAuW,87.4709851882102,2.1448172404517663e+18,3
5+KGyy,37.48756508066151,1926.999285759998,0
7@9!SC-px5Jmu,81.22305767476661,2.8221279479628508e+16,3
v3nkUGpJOqpn$_+,93.71891270165378,1.630061102743342e+20,3
GBcAJDRq5RA,65.49615941425563,520365606838.3717,2
3TN%7$6=_US4,67.7262742772967,2441406249999.9995,2
F4eC99,35.725177862321246,568.0023558399979,0
_-kSjhPT4kQLx(Yn,99.96684021509736,1.2388464380849397e+22,3
=_QeOGjUJ@9wUfC,93.71891270165378,1.630061102743342e+20,3
IH@*jHSsN,54.39954707422608,237626800.13799885,1
HstnLtplTD4l,71.45035572464249,32262667623978.76,2
AZTTm_p,42.310758835509176,54551.60701056009,1
Cq0uG=tPs#fD,74.97513016132302,371332624731954.1,2
7Q-0pTgrpc1gt,81.22305767476661,2.8221279479628508e+16,3
*GskTgbHn*fzU,78.5771235516599,4508905799143302.0,2
R4+I@dCioE,62.47927513443585,64288889323.39929,2
m*Jad52,43.7354925941051,146451.9457177598,1
FA1ZDcQ,41.67937417270812,35216.146062079904,1
ojNEx_6i$,56.23134762099227,845906438.4657804,1
*!_WAnM(2j3w,74.97513016132302,371332624731954.1,2
2wx%Bkm!S,56.23134762099227,845906438.4657804,1
ZOnsmw40%p,62.47927513443585,64288889323.39929,2
FZNNbNC8lLhW!,81.22305767476661,2.8221279479628508e+16,3
rh*uXg8,43.7354925941051,146451.9457177598,1
PeH9PbWb45JT=JC,93.71891270165378,1.630061102743342e+20,3
ei3U&$kN,49.98342010754868,11130347.874549743,1
ZPycK3+$2jLEkwJn,99.96684021509736,1.2388464380849397e+22,3
yGBtW(,36.26636471615072,826.5395001599987,0
Rj27Xaj3,47.633570483095,2183401.0558489566,1
o17TFk#CoEC,68.72720264787944,4885955588578.345,2
sg%w8_WltWKl__,87.4709851882102,2.1448172404517663e+18,3
4m5q6ZEvP&,62.47927513443585,64288889323.39929,2
WKE$T3,33.86313713864835,156.24999999999997,0
g0Y$Ur4o6,56.23134762099227,845906438.4657804,1
L+!pQG,36.26636471615072,826.5395001599987,0
cHMvptj3Nf_(Y,81.22305767476661,2.8221279479628508e+16,3
h1c^Guc8U,56.23134762099227,845906438.4657804,1
aouKkJo1,47.633570483095,2183401.0558489566,1
1_6m*OX_,49.98342010754868,11130347.874549743,1
pvG-i=aOtT)H,72.53272943230144,68316754532474.07,2
#M63kwpSN2g-,74.97513016132302,371332624731954.1,2
DiXet8GIGS,59.54196310386875,8392993658.683406,1
g++J!SO,42.310758835509176,54551.60701056009,1
hsmz%xr$0_xf2,73.37013046707142,122070312499999.86,2
MDJSqm,34.20263830884655,197.70609663999988,0
shQo9Yc&xP$,68.72720264787944,4885955588578.345,2
=_yK*_FF,48.35515295486763,3600406.062696959,1
bGo+4RNldczz1ry-,99.96684021509736,1.2388464380849397e+22,3
CAu2z05%cHl^-,81.22305767476661,2.8221279479628508e+16,3
cQUUehGs6K$U#a6Q,99.96684021509736,1.2388464380849397e+22,3
jgH9J3RG,47.633570483095,2183401.0558489566,1
kofbV_MMW-CdUM,84.62151767101835,2.975877827434588e+17,3
zfeeV#j67Nz=c1-Z,99.96684021509736,1.2388464380849397e+22,3
XfeRGwQcgmL8_,81.22305767476661,2.8221279479628508e+16,3
P6#nN3%,43.7354925941051,146451.9457177598,1
P0K7UOBW$KhBR,81.22305767476661,2.8221279479628508e+16,3
Au#lgUz2,49.98342010754868,11130347.874549743,1
4tAEWX)Wb,56.23134762099227,845906438.4657804,1
s-$34!QG!0C+dC,87.4709851882102,2.1448172404517663e+18,3
5sPKJQVF,47.633570483095,2183401.0558489566,1
5TlH4N,35.725177862321246,568.0023558399979,0
yU8&=ptjhDCj,74.97513016132302,371332624731954.1,2
8ewa2fnQ,47.633570483095,2183401.0558489566,1
-QAVK4Z,39.50699332842307,7812.499999999993,0
+jNKov%B3b#,68.72720264787944,4885955588578.345,2
+nGySkA,42.310758835509176,54551.60701056009,1
E!SXuFCh0P66(,81.22305767476661,2.8221279479628508e+16,3
5Zb^ptcR%wGE()Ca,99.96684021509736,1.2388464380849397e+22,3
f&VN$jEdK(mdV,78.5771235516599,4508905799143302.0,2
OwC&CtiZK6Kk,74.97513016132302,371332624731954.1,2
Iv0Vp)KQU#mW,74.97513016132302,371332624731954.1,2
&!$G4&l4waOFOc^G,99.96684021509736,1.2388464380849397e+22,3
=g#htzs#jA6,68.72720264787944,4885955588578.345,2
X@^+G0wzJPsfxb,87.4709851882102,2.1448172404517663e+18,3
$TUbwo46fjq$,74.97513016132302,371332624731954.1,2
cxHzgA,34.20263830884655,197.70609663999988,0
GnBBCyRf&$RGL_,84.62151767101835,2.975877827434588e+17,3
ISPDAu*NsLG1Fy2,93.71891270165378,1.630061102743342e+20,3
WMv&LZXP,48.35515295486763,3600406.062696959,1
3=GYbL#K+w,62.47927513443585,64288889323.39929,2
uhnox1#T(ncYrnJR,99.96684021509736,1.2388464380849397e+22,3
i9s#q_+YqvH),74.97513016132302,371332624731954.1,2
n42IJaE859*aBdY,93.71891270165378,1.630061102743342e+20,3
W-V6hrjM,49.98342010754868,11130347.874549743,1
e6cR2E*Q,49.98342010754868,11130347.874549743,1
RVktf4)NzeniUQbi,99.96684021509736,1.2388464380849397e+22,3
PTN#itj,42.310758835509176,54551.60701056009,1
9iINrK4!UU)9Ypd,93.71891270165378,1.630061102743342e+20,3
&_g2(j,33.86313713864835,156.24999999999997,0
gq(@+LB$A,54.39954707422608,237626800.13799885,1
%ZYNA*3N,45.150849518197795,390624.9999999993,1
7KDaS#iKP2GhiHgs,99.96684021509736,1.2388464380849397e+22,3
9Jp5u939@#DqoEU,93.71891270165378,1.630061102743342e+20,3
c^^vPZT0ueVCH^m9,99.96684021509736,1.2388464380849397e+22,3
+#qic59bF6,62.47927513443585,64288889323.39929,2
u5O*cr+ZCbUqqq$,93.71891270165378,1.630061102743342e+20,3
72X8v=@uk#92CE,87.4709851882102,2.1448172404517663e+18,3
TfV1!O9$dc@A4y8,93.71891270165378,1.630061102743342e+20,3
ln!*mvrmG,54.39954707422608,237626800.13799885,1
4)J_!dig7xTIZe5d,99.96684021509736,1.2388464380849397e+22,3
2A-2bnmPe!6s,74.97513016132302,371332624731954.1,2
6WVEE)$tfUdh+i,87.4709851882102,2.1448172404517663e+18,3
Pn&QXOAB),54.39954707422608,237626800.13799885,1
9bS7iI,35.725177862321246,568.0023558399979,0
8JD9e!Qfp,56.23134762099227,845906438.4657804,1
1Ds#JPrpx&t,68.72720264787944,4885955588578.345,2
7C4ug7tD2PM@W7,87.4709851882102,2.1448172404517663e+18,3
07uiT&208K=t,74.97513016132302,371332624731954.1,2
(PuBIX8kF_#dQS,87.4709851882102,2.1448172404517663e+18,3
QlgxV0C*Mq3g,74.97513016132302,371332624731954.1,2
!4*kKjj(NHQV,74.97513016132302,371332624731954.1,2
-DbTuQv,42.310758835509176,54551.60701056009,1
1D9bKm1dW=n,68.72720264787944,4885955588578.345,2
RJGLKTe$bAOAO,78.5771235516599,4508905799143302.0,2
Yye!ukrF,48.35515295486763,3600406.062696959,1
VloHMkWu+0,62.47927513443585,64288889323.39929,2
x)Dz@*g2k(sr1Q,87.4709851882102,2.1448172404517663e+18,3
oP$9FgS$kFgGT,81.22305767476661,2.8221279479628508e+16,3
h1x17BC$S,56.23134762099227,845906438.4657804,1
BXU6j3SRM,53.587766793481876,135370865.46263543,1
RKs1A8,35.725177862321246,568.0023558399979,0
Exojj!-zVc_8r,81.22305767476661,2.8221279479628508e+16,3
mTn$rlYeYqpp,72.53272943230144,68316754532474.07,2
*1jiAsV2TPvJ-,81.22305767476661,2.8221279479628508e+16,3
gK4MzK2_XkXb,74.97513016132302,371332624731954.1,2
aqn9PoHB3kdy,71.45035572464249,32262667623978.76,2
7^f2smD2,49.98342010754868,11130347.874549743,1
hW)&2k9MJHN,68.72720264787944,4885955588578.345,2
)x+wZygo,48.35515295486763,3600406.062696959,1
mlHgXM@,42.310758835509176,54551.60701056009,1
5Xa4mx1w%6108,81.22305767476661,2.8221279479628508e+16,3
NMFvW+#-q7!5AK8,93.71891270165378,1.630061102743342e+20,3
8UgotHE,41.67937417270812,35216.146062079904,1
YWzbo9u,41.67937417270812,35216.146062079904,1
)J@Z@9O)Tt_GD*,87.4709851882102,2.1448172404517663e+18,3
9*1VvUeJ=K&c%,81.22305767476661,2.8221279479628508e+16,3
NC2#YGWGCfWdj,81.22305767476661,2.8221279479628508e+16,3
!YNjm-a3&sc,68.72720264787944,4885955588578.345,2
Ya&ioml,42.310758835509176,54551.60701056009,1
)wR@2m*_X0yL,74.97513016132302,371332624731954.1,2
c#jmYUjM8E,62.47927513443585,64288889323.39929,2
Oqcaxh3,41.67937417270812,35216.146062079904,1
aHsyp)!vKS,60.443941193584536,15683368809.107971,2
2G$@3+Cp0,56.23134762099227,845906438.4657804,1
G0Yu7!2e%0&oIE(,93.71891270165378,1.630061102743342e+20,3
hbIpLkre3lfR,71.45035572464249,32262667623978.76,2
CdI%XTjt,48.35515295486763,3600406.062696959,1
7!z=egpx*mb%,67.7262742772967,2441406249999.9995,2
%tfoQeT0to,62.47927513443585,64288889323.39929,2
bU&tfWShR,54.39954707422608,237626800.13799885,1
kGgf20,35.725177862321246,568.0023558399979,0
sv!1xaemke6,62.082418087521965,48828124999.99979,2
pWF^XL,36.26636471615072,826.5395001599987,0
Dufg_tkP#*8,68.72720264787944,4885955588578.345,2
W0bJt2(,43.7354925941051,146451.9457177598,1
st6wggn,36.18947501009619,783.641640960001,0
4YmOg*H,43.7354925941051,146451.9457177598,1
+Bt+3mCa+o)D)D,87.4709851882102,2.1448172404517663e+18,3
lYJy-%J6c)i,68.72720264787944,4885955588578.345,2
F16RM8),39.50699332842307,7812.499999999993,0
aYzHGyzYb0r6c,77.40455203502937,2000285392686685.2,2
1qHsSIA3OOB#^s3,93.71891270165378,1.630061102743342e+20,3
HtaEZ(zE,48.35515295486763,3600406.062696959,1
dne+C2P,43.7354925941051,146451.9457177598,1
&+p7*hx*mOZGRiE,93.71891270165378,1.630061102743342e+20,3
$+iq+9#a,45.150849518197795,390624.9999999993,1
x1GURdecDk,59.54196310386875,8392993658.683406,1
q4wH91Mbw1,59.54196310386875,8392993658.683406,1
O_VfxgJw!,54.39954707422608,237626800.13799885,1
3jsI9L5,41.67937417270812,35216.146062079904,1
e4J=IrhbfM8(BId,93.71891270165378,1.630061102743342e+20,3
=oUbVBaJ,48.35515295486763,3600406.062696959,1
4SDxA1,35.725177862321246,568.0023558399979,0
ONw@2=u,43.7354925941051,146451.9457177598,1
xZ2Hcw1+X9N,68.72720264787944,4885955588578.345,2
l$fXyUXaaRp9-I,87.4709851882102,2.1448172404517663e+18,3
ytjD@YvQeE*zz,78.5771235516599,4508905799143302.0,2
vHnl*q&LE1FpWj&,93.71891270165378,1.630061102743342e+20,3
R%f!F^sqqqdw+9,87.4709851882102,2.1448172404517663e+18,3
x*XR!07tEe=+eDBS,99.96684021509736,1.2388464380849397e+22,3
cexQzvmWs2=$,74.97513016132302,371332624731954.1,2
7MgcN+HJpajhASCa,99.96684021509736,1.2388464380849397e+22,3
Rx=y^r),42.310758835509176,54551.60701056009,1
iCdiZAlrX$coRn+x,96.71030590973525,1.2962923816305017e+21,3
NqYIw)wFk,54.39954707422608,237626800.13799885,1
X-sud5f1U54%k,81.22305767476661,2.8221279479628508e+16,3
AxY5GEnbJHB5N@,87.4709851882102,2.1448172404517663e+18,3
F8Dkt3t,41.67937417270812,35216.146062079904,1
&Rs#2JG8rGi,68.72720264787944,4885955588578.345,2
lQTb&6FvN,56.23134762099227,845906438.4657804,1
@(i3PMi2,49.98342010754868,11130347.874549743,1
62cbM8m4o5Rtv,77.40455203502937,2000285392686685.2,2
3JAFZhWK1yY,65.49615941425563,520365606838.3717,2
PH+viDaT@4*G#op5,99.96684021509736,1.2388464380849397e+22,3
m0o3Us9b,47.633570483095,2183401.0558489566,1
@5OL6(&h9Lc%rg,87.4709851882102,2.1448172404517663e+18,3
fXiUV)ob%,54.39954707422608,237626800.13799885,1
m5Q^YgHsi,56.23134762099227,845906438.4657804,1
#X4G!^,33.86313713864835,156.24999999999997,0
&ek(t8p5Aa@eblPi,99.96684021509736,1.2388464380849397e+22,3
2VB6$^,33.86313713864835,156.24999999999997,0
CVRP0-YnV,56.23134762099227,845906438.4657804,1
N0yv(&0WAjR(9=Dt,99.96684021509736,1.2388464380849397e+22,3
d5g7JCW)$sFYN,81.22305767476661,2.8221279479628508e+16,3
1=5W3rJ7,49.98342010754868,11130347.874549743,1
(VVf1(rrB,56.23134762099227,845906438.4657804,1
UaJ#M+,36.26636471615072,826.5395001599987,0
Gppmu_RxXdFl_32N,99.96684021509736,1.2388464380849397e+22,3
h2lU!0Xw,49.98342010754868,11130347.874549743,1
qEV^y5u,43.7354925941051,146451.9457177598,1
ZYNP7D%,39.50699332842307,7812.499999999993,0
GOvrsu4@,49.98342010754868,11130347.874549743,1
zxjkugt,32.90307802698764,80.31810175999989,0
EO^_91eNP2,62.47927513443585,64288889323.39929,2
22NpQ)8+,49.98342010754868,11130347.874549743,1
VStncU^vZcNS4,81.22305767476661,2.8221279479628508e+16,3
dVOk6z#zG1G,68.72720264787944,4885955588578.345,2
CaecA9,35.725177862321246,568.0023558399979,0
N%0cVxWvhERQ@6r,93.71891270165378,1.630061102743342e+20,3
T$2yjZX6vDZ7AgV,93.71891270165378,1.630061102743342e+20,3
4V=^r#t=Pxy=!M8o,99.96684021509736,1.2388464380849397e+22,3
08ccXQw3ft$3xg,87.4709851882102,2.1448172404517663e+18,3
Z$!+bZw,42.310758835509176,54551.60701056009,1
y1DU7a(o,49.98342010754868,11130347.874549743,1
ZLYI+5gjOpL5,74.97513016132302,371332624731954.1,2
vL5h3n,35.725177862321246,568.0023558399979,0
v4fmd4-TuTTnwr)n,99.96684021509736,1.2388464380849397e+22,3
$4EJK$ajxe,62.47927513443585,64288889323.39929,2
2DKO)v,37.48756508066151,1926.999285759998,0
fiUVgC^,42.310758835509176,54551.60701056009,1
mF*9obj,43.7354925941051,146451.9457177598,1
1^Jknq51bc(XGwsC,99.96684021509736,1.2388464380849397e+22,3
LmXRKKD3CM,59.54196310386875,8392993658.683406,1
l5+6VkpGP2ED%!S,93.71891270165378,1.630061102743342e+20,3
Y@YPHjL%43K@6Q,87.4709851882102,2.1448172404517663e+18,3
Eha@M=^,42.310758835509176,54551.60701056009,1
60@4VwU+9,56.23134762099227,845906438.4657804,1
q=Oc&)1^VxoCP*^,93.71891270165378,1.630061102743342e+20,3
wpkXDu2O0=tWK,81.22305767476661,2.8221279479628508e+16,3
pRdl)p09N2$,68.72720264787944,4885955588578.345,2
W4-$e),37.48756508066151,1926.999285759998,0
SjapQhiq=TWIlL,84.62151767101835,2.975877827434588e+17,3
yzCRplDbOP#jjjD,90.6659117903768,1.9640793661068153e+19,3
wPRVaB8rC,53.587766793481876,135370865.46263543,1
Ki6QhVkX9N_Pl,81.22305767476661,2.8221279479628508e+16,3
!A!2%BJaXqQ,68.72720264787944,4885955588578.345,2
m7b-kZCWaFEXIa,87.4709851882102,2.1448172404517663e+18,3
YG(t^P$DFa,60.443941193584536,15683368809.107971,2
M2$&Lb,37.48756508066151,1926.999285759998,0
0vJ0S%!-,49.98342010754868,11130347.874549743,1
tvfTg-,36.26636471615072,826.5395001599987,0
aed_$8b3=D,62.47927513443585,64288889323.39929,2
2-MgNp,37.48756508066151,1926.999285759998,0
6DZvM8fL,47.633570483095,2183401.0558489566,1
K%#9aI#r3MX,68.72720264787944,4885955588578.345,2
75g!T@^&*t,62.47927513443585,64288889323.39929,2
Tf(xzzNrP,54.39954707422608,237626800.13799885,1
gBF5bEfiOJ,59.54196310386875,8392993658.683406,1
aHsKR4G,41.67937417270812,35216.146062079904,1
wZ&Gj!c9,49.98342010754868,11130347.874549743,1
LCkz^#O0n,56.23134762099227,845906438.4657804,1
omTt5vNy,47.633570483095,2183401.0558489566,1
bNuhA2ZZ876=81^z,99.96684021509736,1.2388464380849397e+22,3
Fdz!nQBi),54.39954707422608,237626800.13799885,1
axh19^e_xP,62.47927513443585,64288889323.39929,2
qO1qcYfJ(Th,68.72720264787944,4885955588578.345,2
3-sIRY2c5YlAo,81.22305767476661,2.8221279479628508e+16,3
ffF+7LAG1,56.23134762099227,845906438.4657804,1
JK+1RKyliY3&z-WF,99.96684021509736,1.2388464380849397e+22,3
8-8rOz(RqcNDJpc3,99.96684021509736,1.2388464380849397e+22,3
oBqXDPs,39.90307802698764,10280.717025279986,0
NeV8ra2E,47.633570483095,2183401.0558489566,1
$!T(DbIuqB16L,81.22305767476661,2.8221279479628508e+16,3
JHsd7g)*GCsg4,81.22305767476661,2.8221279479628508e+16,3
7Nlfc061toks5,77.40455203502937,2000285392686685.2,2
IPk%SS5,43.7354925941051,146451.9457177598,1
W@PSCDsZiW,60.443941193584536,15683368809.107971,2
VJ(5*8H,39.50699332842307,7812.499999999993,0
q&gmyfyZWZ9CVE%T,99.96684021509736,1.2388464380849397e+22,3
AMK=hg2=9k,62.47927513443585,64288889323.39929,2
UhCuSGpVSeJ(Swt,90.6659117903768,1.9640793661068153e+19,3
agD&U0,37.48756508066151,1926.999285759998,0
Uy+g!k&H8^9inv,87.4709851882102,2.1448172404517663e+18,3
2hhD_#,37.48756508066151,1926.999285759998,0
W0R^#YN1WLhEm(P,93.71891270165378,1.630061102743342e+20,3
fam6PPt2f0SY,71.45035572464249,32262667623978.76,2
2C(!$n0Sdy8,68.72720264787944,4885955588578.345,2
p#M9vE%Ce,56.23134762099227,845906438.4657804,1
$5fZn+Et,49.98342010754868,11130347.874549743,1
SBNXyjVi4T,59.54196310386875,8392993658.683406,1
e%@%fNtJxF,60.443941193584536,15683368809.107971,2
SO#LKgnfX2fe,74.97513016132302,371332624731954.1,2
BSON6=!@,45.150849518197795,390624.9999999993,1
%P!bjN7GK=3yx,81.22305767476661,2.8221279479628508e+16,3
S131U=pKUodPkPLI,99.96684021509736,1.2388464380849397e+22,3
wd(eg@pxbec,58.541209043760986,4194304000.0000014,1
^1N2xI=I5MR,68.72720264787944,4885955588578.345,2
5CljcO4rrXg,65.49615941425563,520365606838.3717,2
7wf)9uK,43.7354925941051,146451.9457177598,1
=n^pDUGq5o9Ru+R(,99.96684021509736,1.2388464380849397e+22,3
zCJ&-Uz-7VKyLrc%,99.96684021509736,1.2388464380849397e+22,3
*_eP)p&DV8Duk,81.22305767476661,2.8221279479628508e+16,3
Dg#qKn7_Bfg+2G,87.4709851882102,2.1448172404517663e+18,3
R$G8M$@),45.150849518197795,390624.9999999993,1
VSlAt-(-)+K!eY,84.62151767101835,2.975877827434588e+17,3
T6vdvOdvg9KQ,71.45035572464249,32262667623978.76,2
$u)D74Gd=,56.23134762099227,845906438.4657804,1
YvDZx$WXym%gSK8x,99.96684021509736,1.2388464380849397e+22,3
Dg12g0xYpWV6Tfr,89.31294465580312,7.689097049487633e+18,3
WqOsg-2#,49.98342010754868,11130347.874549743,1
zJTtoFmgwsnS87,83.35874834541625,1.2401769434657461e+17,3
83JTEI1Hk3RDfIp,89.31294465580312,7.689097049487633e+18,3
L(QsF#K5oDQYaxu3,99.96684021509736,1.2388464380849397e+22,3
8@dPX11w8!9g,74.97513016132302,371332624731954.1,2
TAvLv(,36.26636471615072,826.5395001599987,0
#PQ1GjO&Dhh,68.72720264787944,4885955588578.345,2
d*@n)p6XTB((qAyU,99.96684021509736,1.2388464380849397e+22,3
ornSmAN6yZ1,65.49615941425563,520365606838.3717,2
0lBgT7rXk,53.587766793481876,135370865.46263543,1
$07NoA2vj_8o4LP,93.71891270165378,1.630061102743342e+20,3
!k@@!rHovBQ!tYK,90.6659117903768,1.9640793661068153e+19,3
BKni9-QaUp++_W64,99.96684021509736,1.2388464380849397e+22,3
+nPDXtAu,48.35515295486763,3600406.062696959,1
euyLRtn,39.90307802698764,10280.717025279986,0
8bqvUOHs(,56.23134762099227,845906438.4657804,1
3)C5kKF,43.7354925941051,146451.9457177598,1
b5Z=R$9ja=D*,74.97513016132302,371332624731954.1,2
!sgfrsZvM,54.39954707422608,237626800.13799885,1
3wJIN3,35.725177862321246,568.0023558399979,0
3@P#cPE,43.7354925941051,146451.9457177598,1
(Ks=+UIZ1aC,68.72720264787944,4885955588578.345,2
_*2-xDr_NRx,68.72720264787944,4885955588578.345,2
PRj0Dz)=ju%nS#Aw,99.96684021509736,1.2388464380849397e+22,3
O!UOdOl!##H,66.488335312943,1035102341401.1293,2
vdddu7k5u,46.529325012980806,1015599.5666841561,1
SQ=pvdRNWdI-Gc1E,99.96684021509736,1.2388464380849397e+22,3
Ip=eoy(%,48.35515295486763,3600406.062696959,1
(dRRiOs$p,54.39954707422608,237626800.13799885,1
KEwZ#bll,48.35515295486763,3600406.062696959,1
sW(1_pJIq,56.23134762099227,845906438.4657804,1
ZIe*q2b@%Z+,68.72720264787944,4885955588578.345,2
#lfSex,36.26636471615072,826.5395001599987,0
sD3J$wd^3lZ6)*!h,99.96684021509736,1.2388464380849397e+22,3
&#9kT!f(U6J,68.72720264787944,4885955588578.345,2
ooaqxE*dEn4qm,81.22305767476661,2.8221279479628508e+16,3
+%uHuzWu,48.35515295486763,3600406.062696959,1
M3usRD3Q,47.633570483095,2183401.0558489566,1
QHya9iJTz^0C,74.97513016132302,371332624731954.1,2
7nN#iKpJ#JjG,74.97513016132302,371332624731954.1,2
M%Rr14F+%S,62.47927513443585,64288889323.39929,2
5L1q7c,35.725177862321246,568.0023558399979,0
r25BvT0=nK0Wb*t,93.71891270165378,1.630061102743342e+20,3
7j%#x@3vSU,62.47927513443585,64288889323.39929,2
Gkwi9FZ95&SCt6H,93.71891270165378,1.630061102743342e+20,3
H6McDF,35.725177862321246,568.0023558399979,0
3mZhgLYeUVS,65.49615941425563,520365606838.3717,2
7e3B*fbXaq,62.47927513443585,64288889323.39929,2
ginhdzF,39.90307802698764,10280.717025279986,0
o9fxU9n=i61uq%W,93.71891270165378,1.630061102743342e+20,3
*E(DC2pu2NxU,74.97513016132302,371332624731954.1,2
uRLA3_,37.48756508066151,1926.999285759998,0
!jrpJL9bAn,62.47927513443585,64288889323.39929,2
Aic*uRBIdb,60.443941193584536,15683368809.107971,2
S5OUF_u,43.7354925941051,146451.9457177598,1
L146tSBX,47.633570483095,2183401.0558489566,1
RNrn(QIx=amS(j,84.62151767101835,2.975877827434588e+17,3
4zs8ZC,35.725177862321246,568.0023558399979,0
fHP#vzBrdla8g,81.22305767476661,2.8221279479628508e+16,3
l(D5086i,49.98342010754868,11130347.874549743,1
MUib_5,37.48756508066151,1926.999285759998,0
fLz7W6481Ko*@,81.22305767476661,2.8221279479628508e+16,3
@#4GxbEJz!w1,74.97513016132302,371332624731954.1,2
M5vFK&l6rT6Hl9_s,99.96684021509736,1.2388464380849397e+22,3
oO9sQFc,41.67937417270812,35216.146062079904,1
k3K$m^md6,56.23134762099227,845906438.4657804,1
64fP4u,35.725177862321246,568.0023558399979,0
^ctqc0$,39.50699332842307,7812.499999999993,0
fKXBsRl,39.90307802698764,10280.717025279986,0
(iyTn*-4,49.98342010754868,11130347.874549743,1
02p)5F8,43.7354925941051,146451.9457177598,1
7x0-Ks4k%D9AY,81.22305767476661,2.8221279479628508e+16,3
O%gs0snQ,49.98342010754868,11130347.874549743,1
BInQxxTEBgpeB^,84.62151767101835,2.975877827434588e+17,3
cGPT+&l5zCTd7!WL,99.96684021509736,1.2388464380849397e+22,3
LL#DLM$a6,56.23134762099227,845906438.4657804,1
cChS!E,36.26636471615072,826.5395001599987,0
H33_pziHYg,62.47927513443585,64288889323.39929,2
5_c86ddz,45.150849518197795,390624.9999999993,1
Ul^RRN^S!I,60.443941193584536,15683368809.107971,2
o&EaZQ,36.26636471615072,826.5395001599987,0
2-nEdptM_2fL,74.97513016132302,371332624731954.1,2
Q^Df@^_(nqLcLA,84.62151767101835,2.975877827434588e+17,3
$MO4Av,37.48756508066151,1926.999285759998,0
hOC5HG@_qF%ssk-e,99.96684021509736,1.2388464380849397e+22,3
@G7!m9,37.48756508066151,1926.999285759998,0
UP0Dei0Sb5*0,74.97513016132302,371332624731954.1,2
5+udKO0gVhGlaA*,93.71891270165378,1.630061102743342e+20,3
QgLtF#4k$v,62.47927513443585,64288889323.39929,2
$p%A9RZKIL,62.47927513443585,64288889323.39929,2
=qNzDQKHY8e,68.72720264787944,4885955588578.345,2
Fp(8s22ap,56.23134762099227,845906438.4657804,1
OPq6T32i0jdFuO,83.35874834541625,1.2401769434657461e+17,3
#j$gkna8hQd,68.72720264787944,4885955588578.345,2
+ey*0-Q!TX,62.47927513443585,64288889323.39929,2
0$$rQY3SCoyV,74.97513016132302,371332624731954.1,2
qbG!G!E*K@5AT,81.22305767476661,2.8221279479628508e+16,3
!EtPXJXIqvnfkUq6,99.96684021509736,1.2388464380849397e+22,3
